Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28814679,The Earth Is Weeping: The Epic Story of the Indian Wars for the American West,Peter Cozzens,"Cozzens, Peter",,"=""0307958043""","=""9780307958044""",0,4.28,Knopf,Hardcover,544,2016,2016,,2024/07/11,to-read,to-read (#164),to-read,,,,0,0
11140803,American Nations: A History of the Eleven Rival Regional Cultures of North America,Colin Woodard,"Woodard, Colin",,"=""0670022969""","=""9780670022960""",0,4.20,Viking,Hardcover,371,2011,2011,,2024/07/11,to-read,to-read (#163),to-read,,,,0,0
40242274,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,Burton G. Malkiel,"Malkiel, Burton G.",,"=""1324002182""","=""9781324002185""",0,4.14,W. W. Norton & Company,Hardcover,432,2019,1973,,2024/06/09,to-read,to-read (#162),to-read,,,,0,0
61423989,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,"Egan, Timothy",,"=""0735225265""","=""9780735225268""",0,4.39,Viking,Hardcover,432,2023,2023,,2023/03/15,,,read,,,,1,0
55276620,South to America: A Journey Below the Mason Dixon to Understand the Soul of a Nation,Imani Perry,"Perry, Imani",,"=""0062977407""","=""9780062977403""",0,3.97,Ecco,Hardcover,410,2022,2022,,2024/05/24,to-read,to-read (#161),to-read,,,,0,0
43261065,The Lion Tracker's Guide To Life,Boyd Varty,"Varty, Boyd",,"=""0358099773""","=""9780358099772""",0,4.32,HarperOne,Hardcover,160,2019,2014,,2022/02/16,,,read,,,,1,0
101160707,"The Mysterious Case of Rudolf Diesel: Genius, Power, and Deception on the Eve of World War I",Douglas Brunt,"Brunt, Douglas",,"=""1982169907""","=""9781982169909""",0,4.24,Atria Books,Kindle Edition,374,2023,,,2023/10/06,,,read,,,,1,0
123432980,"Hitler, Stalin, Mum and Dad",Daniel Finkelstein,"Finkelstein, Daniel",,"=""0008483868""","=""9780008483869""",0,4.63,William Collins,Kindle Edition,512,2023,2023,,2023/12/16,,,read,,,,1,0
150779155,"The Invention of Prehistory: Empire, Violence, and Our Obsession with Human Origins",Stefanos Geroulanos,"Geroulanos, Stefanos",,"=""1324091452""","=""9781324091455""",0,3.77,Liveright,Hardcover,512,2024,2024,,2024/03/29,to-read,to-read (#160),to-read,,,,0,0
61089476,"Into the Amazon: The Life of Cândido Rondon, Trailblazing Explorer, Scientist, Statesman, and Conservationist",Larry Rohter,"Rohter, Larry",,"=""1324021268""","=""9781324021261""",0,4.43,W. W. Norton & Company,Hardcover,480,2023,,,2024/03/27,to-read,to-read (#159),to-read,,,,0,0
15842786,Understanding Computation: From Simple Machines to Impossible Programs,Tom Stuart,"Stuart, Tom",,"=""1449329276""","=""9781449329273""",0,4.25,O'Reilly Media,Paperback,329,2013,2013,,2024/03/15,to-read,to-read (#158),to-read,,,,0,0
127305908,A History of the World in Twelve Shipwrecks,David Gibbins,"Gibbins, David",,"=""1250325374""","=""9781250325372""",0,3.45,St. Martin's Press,Hardcover,304,2024,2024,,2024/03/08,to-read,to-read (#157),to-read,,,,0,0
42118073,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,"Schmidt, Eric","Jonathan Rosenberg, Alan Eagle","=""0062839268""","=""9780062839268""",0,3.99,Harper Business,Hardcover,240,2019,2019,,2024/03/08,to-read,to-read (#156),to-read,,,,0,0
6919721,The History of White People,Nell Irvin Painter,"Painter, Nell Irvin",,"=""0393049345""","=""9780393049343""",0,4.08,W. W. Norton & Company,Hardcover,512,2010,2010,,2024/02/21,to-read,to-read (#155),to-read,,,,0,0
42201377,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,"McCullough, David",,"=""1501168681""","=""9781501168680""",0,3.81,Simon & Schuster,Hardcover,352,2019,2019,,2024/02/10,,,read,,,,1,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2022/03/10,,,read,,,,1,0
903564,The Rise of American Democracy: Jefferson to Lincoln,Sean Wilentz,"Wilentz, Sean",,"=""0393058204""","=""9780393058208""",0,3.97,W. W. Norton & Company,Hardcover,1044,2005,2005,,2024/02/03,to-read,to-read (#154),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2024/01/17,to-read,to-read (#153),to-read,,,,0,0
13348065,Antarctica: An Intimate Portrait of the World's Most Mysterious Continent,Gabrielle Walker,"Walker, Gabrielle",,"=""1408811103""","=""9781408811108""",0,4.27,Bloomsbury UK,Hardcover,391,2012,2012,,2024/01/02,to-read,to-read (#152),to-read,,,,0,0
57446130,Half American: The Epic Story of African Americans Fighting World War II at Home and Abroad,Matthew F. Delmont,"Delmont, Matthew F.",,"=""198488039X""","=""9781984880390""",0,4.53,Viking Books,Hardcover,400,2022,2022,,2023/03/11,,,read,,,,1,0
427282,The Periodic Table,Primo Levi,"Levi, Primo",Raymond Rosenthal,"=""0805210415""","=""9780805210415""",0,4.15,Schocken,Paperback,233,1995,1975,,2023/12/22,to-read,to-read (#151),to-read,,,,0,0
128747007,Emperor of Rome: Ruling the Ancient Roman World,Mary Beard,"Beard, Mary",,"=""""","=""""",0,4.11,Liveright,Hardcover,493,2023,2023,,2023/12/16,to-read,to-read (#150),to-read,,,,0,0
63063173,Scaling People: Tactics for Management and Company Building,Claire Hughes Johnson,"Johnson, Claire Hughes",,"=""1953953212""","=""9781953953216""",0,4.31,Stripe Press,Hardcover,480,2023,,,2023/12/16,to-read,to-read (#149),to-read,,,,0,0
61327449,"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,"Flyvbjerg, Bent",Dan Gardner,"=""0593239512""","=""9780593239513""",0,4.32,Crown Currency,Hardcover,304,2023,2023,,2023/12/16,to-read,to-read (#148),to-read,,,,0,0
123199472,Sparks: China's Underground Historians and their Battle for the Future,Ian  Johnson,"Johnson, Ian",,"=""0197575501""","=""9780197575505""",0,4.39,Oxford University Press,Hardcover,400,2023,2023,,2023/12/16,to-read,to-read (#147),to-read,,,,0,0
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.98,Walker Books,Hardcover,184,2005,1995,,2023/12/16,to-read,to-read (#146),to-read,,,,0,0
25241653,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill",Candice Millard,"Millard, Candice",,"=""0804194890""","=""9780804194891""",0,4.10,Random House Large Print,Paperback,416,2016,2016,,2023/12/15,to-read,to-read (#145),to-read,,,,0,0
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",0,3.84,Harper,Hardcover,308,2007,2007,,2023/11/28,to-read,to-read (#144),to-read,,,,0,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",0,4.14,Doubleday,ebook,359,2017,2017,,2018/05/19,,,read,,,,1,0
40121985,How to Hide an Empire: A History of the Greater United States,Daniel Immerwahr,"Immerwahr, Daniel",,"=""0374172145""","=""9780374172145""",0,4.46,"Farrar, Straus and Giroux",Hardcover,513,2019,2019,,2023/10/21,to-read,to-read (#143),to-read,,,,0,0
77264985,The Deadline,Jill Lepore,"Lepore, Jill",,"=""1631496123""","=""9781631496127""",0,4.31,Liveright,Hardcover,640,2023,2023,,2023/10/21,to-read,to-read (#142),to-read,,,,0,0
74890650,The Migrant Chef: The Life and Times of Lalo García,Laura Tillman,"Tillman, Laura",,"=""""","=""""",0,4.07,W. W. Norton & Company,Kindle Edition,249,2023,,,2023/08/13,,,read,,,,1,0
60194141,The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,Jonathan Freedland,"Freedland, Jonathan",,"=""0063112337""","=""9780063112339""",0,4.38,Harper,Hardcover,416,2022,2022,,2022/11/24,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.35,Avery,Kindle Edition,319,2018,2018,,2023/07/20,to-read,to-read (#141),to-read,,,,0,0
61871755,Amongst the Ruins: Why Civilizations Collapse and Communities Disappear,John Darlington,"Darlington, John",,"=""030025928X""","=""9780300259285""",0,3.94,Yale University Press,Hardcover,304,2023,,,2023/06/17,to-read,to-read (#140),to-read,,,,0,0
62315839,A History of Burning,Janika Oza,"Oza, Janika",,"=""1538724243""","=""9781538724248""",0,4.15,Grand Central Publishing,Hardcover,400,2023,2023,,2023/05/22,to-read,to-read (#139),to-read,,,,0,0
39293566,"Modern CTO: Everything you need to know, to be a Modern CTO.",Joel Beasley,"Beasley, Joel",,"=""""","=""""",0,3.43,Modner CTO Press,Kindle Edition,146,2018,,,2023/04/07,to-read,to-read (#138),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.01,William Morrow,Hardcover,268,2006,2005,,2023/03/15,,,read,,,,1,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.19,Doubleday,Hardcover,331,2023,2023,,2023/03/15,to-read,to-read (#137),to-read,,,,0,0
61358638,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""0593239911""","=""9780593239919""",0,4.27,Crown,Hardcover,284,2023,2023,,2023/03/15,to-read,to-read (#136),to-read,,,,0,0
61613477,"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Inquiry, and Hope",Sarah Bakewell,"Bakewell, Sarah",,"=""0735223378""","=""9780735223370""",0,4.03,Penguin Press,Hardcover,464,2023,2023,,2023/03/15,to-read,to-read (#135),to-read,,,,0,0
61089492,This Other Eden,Paul Harding,"Harding, Paul",,"=""132403629X""","=""9781324036296""",0,3.79,W. W. Norton & Company,Hardcover,224,2023,2023,,2023/02/28,to-read,to-read (#134),to-read,,,,0,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,4.38,Random House,Hardcover,475,2010,2010,,2023/02/12,to-read,to-read (#133),to-read,,,,0,0
53200,Black Holes and Baby Universes and Other Essays,Stephen Hawking,"Hawking, Stephen",,"=""0553374117""","=""9780553374117""",0,4.17,Bantam Books,Paperback,182,1994,1993,,2023/02/11,to-read,to-read (#132),to-read,,,,0,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",0,4.05,Penguin Press,Hardcover,406,2023,2023,,2023/02/10,to-read,to-read (#131),to-read,,,,0,0
35060383,When Montezuma Met Cortés: The True Story of the Meeting that Changed History,Matthew Restall,"Restall, Matthew",,"=""0062427261""","=""9780062427267""",0,3.68,Ecco,Hardcover,560,2018,2018,,2023/02/07,to-read,to-read (#130),to-read,,,,0,0
13581734,The War on Heresy: Faith and Power in Medieval Europe,R.I. Moore,"Moore, R.I.",,"=""1846681960""","=""9781846681967""",0,3.75,Profile Books,Hardcover,378,2012,2012,,2023/02/07,to-read,to-read (#129),to-read,,,,0,0
57951377,The Lion House,Christopher de Bellaigue,"Bellaigue, Christopher de",,"=""1847922392""","=""9781847922397""",0,3.66,Bodley Head,Hardcover,320,2022,2022,,2023/02/04,to-read,to-read (#128),to-read,,,,0,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",0,4.02,HarperBusiness,Paperback,211,2006,2006,,2023/01/27,to-read,to-read (#127),to-read,,,,0,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.22,Portfolio,Hardcover,288,2019,2019,,2023/01/14,to-read,to-read (#126),to-read,,,,0,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,"=""0316492930""","=""9780316492935""",0,4.72,"Little, Brown and Company",Hardcover,336,2021,2021,,2021/06/01,,,read,,,,1,0
56269278,The Trees,Percival Everett,"Everett, Percival",,"=""164445064X""","=""9781644450642""",0,4.06,Graywolf Press,Paperback,309,2021,2021,,2022/12/29,to-read,to-read (#125),to-read,,,,0,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",0,4.47,Random House,Hardcover,464,2022,2022,,2022/12/29,to-read,to-read (#124),to-read,,,,0,0
60018232,The World: A Family History of Humanity,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0525659536""","=""9780525659532""",0,4.01,Knopf,Hardcover,1344,2023,2022,,2022/12/23,to-read,to-read (#123),to-read,,,,0,0
16084015,Impact Mapping: Making a Big Impact with Software Products and Projects,Gojko Adzic,"Adzic, Gojko",,"=""0955683645""","=""9780955683640""",0,4.05,Neuri Limited,Paperback,93,2012,2012,,2022/11/14,to-read,to-read (#122),to-read,,,,0,0
91017,Rubicon: The Last Years of the Roman Republic,Tom Holland,"Holland, Tom",,"=""1400078970""","=""9781400078974""",0,4.22,Anchor Books,Paperback,408,2005,2003,,2022/09/17,to-read,to-read (#121),to-read,,,,0,0
6463967,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""0393072231""","=""9780393072235""",0,4.30,W. W. Norton & Company,Hardcover,264,2010,2010,,2022/09/17,,,read,,,,1,0
8410925,"Mao's Great Famine: The History of China's Most Devastating Catastrophe, 1958-62",Frank Dikötter,"Dikötter, Frank",,"=""0747595089""","=""9780747595083""",0,4.06,Walker & Company,Hardcover,448,2010,2010,,2022/09/17,to-read,to-read (#120),to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam Grant,"Grant, Adam",Adam M. Grant,"=""1984878107""","=""9781984878106""",0,4.17,Viking Books,Hardcover,307,2021,2021,,2022/08/28,to-read,to-read (#119),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2022/07/06,to-read,to-read (#118),to-read,,,,0,0
13707734,The Swerve: How the World Became Modern,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393343405""","=""9780393343403""",0,3.87,W. W. Norton & Company,Paperback,356,2012,2011,,2022/07/06,to-read,to-read (#117),to-read,,,,0,0
38140077,Washington Black,Esi Edugyan,"Edugyan, Esi",,"=""0525521429""","=""9780525521426""",0,3.95,Knopf,Hardcover,334,2018,2018,,2019/06/21,,,read,,,,1,0
6194,Waiting for the Barbarians,J.M. Coetzee,"Coetzee, J.M.",,"=""0140283358""","=""9780140283358""",0,3.93,Penguin Books,Paperback,152,1999,1980,,2020/06/27,,,read,,,,1,0
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,"=""""","=""""",0,4.30,Crown,Kindle Edition,546,2020,2020,,2021/09/11,,,read,,,,1,0
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",0,3.75,Penguin Books,Paperback,484,2003,2002,,2022/06/08,,,read,,,,1,0
46263944,"American Sherlock: Murder, Forensics, and the Birth of American CSI",Kate Winkler Dawson,"Dawson, Kate Winkler",,"=""0525539557""","=""9780525539551""",0,3.66,G.P. Putnam's Sons,Hardcover,336,2020,2020,,2022/05/25,to-read,to-read (#116),to-read,,,,0,0
25733994,"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy",Chris   Bailey,"Bailey, Chris",,"=""1101904038""","=""9781101904039""",0,3.94,Crown Business,Hardcover,304,2016,2016,,2022/05/22,to-read,to-read (#115),to-read,,,,0,0
43982768,The New Class War: Saving Democracy from the Managerial Elite,Michael Lind,"Lind, Michael",,"=""0593083695""","=""9780593083697""",0,3.74,Portfolio,Hardcover,224,2020,2017,,2022/05/15,to-read,to-read (#114),to-read,,,,0,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",0,3.69,Knopf,Hardcover,274,2010,2010,,2022/04/29,to-read,to-read (#113),to-read,,,,0,0
90619,"Little, Big",John Crowley,"Crowley, John",,"=""0061120057""","=""9780061120053""",0,3.81,Harper Collins Publishers,Paperback,538,2006,1981,,2022/04/17,to-read,to-read (#112),to-read,,,,0,0
35100,Battle Cry of Freedom: The Civil War Era,James M. McPherson,"McPherson, James M.",,"=""019516895X""","=""9780195168952""",0,4.38,Oxford University Press,Paperback,867,2003,1988,,2022/04/09,to-read,to-read (#111),to-read,,,,0,0
58734811,Bittersweet: How Sorrow and Longing Make Us Whole,Susan Cain,"Cain, Susan",,"=""0451499786""","=""9780451499783""",0,3.98,Crown,Hardcover,310,2022,2022,,2022/04/05,to-read,to-read (#110),to-read,,,,0,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.06,Crown Currency,Hardcover,260,2014,2011,,2022/02/14,to-read,to-read (#109),to-read,,,,0,0
53251868,"The Road from Raqqa: A Story of Brotherhood, Borders, and Belonging",Jordan Ritter Conn,"Conn, Jordan Ritter",,"=""1984817183""","=""9781984817181""",0,4.56,Ballantine Books,Hardcover,272,2020,2020,,2021/09/12,,,read,,,,1,0
37486540,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",Beth Macy,"Macy, Beth",,"=""0316523178""","=""9780316523172""",0,4.08,"Little, Brown and Company",Hardcover,384,2018,2018,,2020/05/30,,,read,,,,1,0
54900051,Madhouse at the End of the Earth,Julian Sancton,"Sancton, Julian",,"=""1984824333""","=""9781984824332""",0,4.27,Crown,Hardcover,354,2021,2021,,2021/12/18,,,read,,,,1,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",0,3.96,Penguin Classics,Paperback,416,2003,-400,,2022/01/17,to-read,to-read (#108),to-read,,,,0,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.25,Harper Business,Paperback,623,2006,1949,,2022/01/16,to-read,to-read (#107),to-read,,,,0,0
56269593,"The Ottomans: Khans, Caesars and Caliphs",Marc David Baer,"Baer, Marc David",,"=""1473695708""","=""9781473695702""",0,3.95,Basic Books,Hardcover,560,2021,2021,,2021/12/18,to-read,to-read (#106),to-read,,,,0,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",2,4.03,University of Chicago Press,Paperback,226,1996,1962,,2021/08/23,to-read,to-read (#101),to-read,,,,0,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",4,4.22,Spectra,Hardcover,256,2004,1952,,2017/11/12,,,read,,,,1,0
14894629,The Half Has Never Been Told: Slavery and the Making of American Capitalism,Edward E. Baptist,"Baptist, Edward E.",,"=""046500296X""","=""9780465002962""",5,4.46,Basic Books,Hardcover,498,2014,2013,,2021/09/12,,,read,,,,1,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",0,4.01,Grove Press,Hardcover,371,2015,2015,,2021/09/12,to-read,to-read (#105),to-read,,,,0,0
50215644,"Between Two Fires: Truth, Ambition, and Compromise in Putin's Russia",Joshua Yaffa,"Yaffa, Joshua",,"=""1524760595""","=""9781524760595""",0,4.13,Tim Duggan Books,Hardcover,368,2020,2020,,2021/09/12,to-read,to-read (#104),to-read,,,,0,0
44525996,Escape from Rome: The Failure of Empire and the Road to Prosperity (The Princeton Economic History of the Western World),Walter Scheidel,"Scheidel, Walter",,"=""0691172188""","=""9780691172187""",0,4.03,Princeton University Press,Hardcover,670,2019,,,2021/09/12,to-read,to-read (#103),to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",0,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2021/09/11,,,read,,,,1,0
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0609608444""","=""9780609608449""",0,4.00,Crown Publishers,Hardcover,447,2003,2003,,2021/09/11,,,read,,,,1,0
